,reviews,cleaned_reviews,POS_tagged_reviews,lemmatized_reviews,VADER_compound_score,Sentiment
0,   Appalling service with failing defective fleet of A380 aircraft. Flown four times on this route or return and significant delays of 2 to 26 hours every time. BA56 boarded 6:20pm on 13 October. Flight cancelled for technical reasons. Six hours to return through customs and recover bag. No BA management at all at Johannesburg that night. Further four hours to organise a hotel and transfer with queues of 300 people to check in. Room eventually accessed 4:30am No attempt to re-schedule or assist - Pilot trying to announce process.,   appalling service with failing defective fleet of a380 aircraft flown four times on this route or return and significant delays of 2 to 26 hours every time ba56 boarded 620pm on 13 october flight cancelled for technical reasons six hours to return through customs and recover bag no ba management at all at johannesburg that night further four hours to organise a hotel and transfer with queues of 300 people to check in room eventually accessed 430am no attempt to reschedule or assist  pilot trying to announce process,"[('appalling', 'v'), ('service', 'n'), ('failing', 'v'), ('defective', 'a'), ('fleet', 'n'), ('a380', 'n'), ('aircraft', 'n'), ('flown', 'r'), ('four', None), ('times', 'n'), ('route', 'n'), ('return', 'n'), ('significant', 'a'), ('delays', 'n'), ('2', None), ('26', None), ('hours', 'n'), ('every', None), ('time', 'n'), ('ba56', 'n'), ('boarded', 'v'), ('620pm', None), ('13', None), ('october', 'a'), ('flight', 'n'), ('cancelled', 'v'), ('technical', 'a'), ('reasons', 'n'), ('six', None), ('hours', 'n'), ('return', 'v'), ('customs', 'n'), ('recover', 'v'), ('bag', 'n'), ('ba', 'a'), ('management', 'n'), ('johannesburg', 'n'), ('night', 'n'), ('four', None), ('hours', 'n'), ('organise', 'v'), ('hotel', 'n'), ('transfer', 'n'), ('queues', 'n'), ('300', None), ('people', 'n'), ('check', 'v'), ('room', 'n'), ('eventually', 'r'), ('accessed', 'v'), ('430am', None), ('attempt', 'n'), ('reschedule', 'v'), ('assist', 'v'), ('pilot', 'n'), ('trying', 'v'), ('announce', 'v'), ('process', 'n')]",  appal service fail defective fleet a380 aircraft flown four time route return significant delay 2 26 hour every time ba56 board 620pm 13 october flight cancel technical reason six hour return custom recover bag ba management johannesburg night four hour organise hotel transfer queue 300 people check room eventually access 430am attempt reschedule assist pilot try announce process,-0.836,Negative
1," British Airways charge you for the pleasure of choosing your seat and I had been put at the very back of Club which turned out to be an advantage because it meant I could get to the seat without having to climb over anybody. The seat was clean but as I later discovered that the foldout section would not stay up and your feet dangled over the edge when the bed was extended. After boarding was complete we were told that departure was delayed because BA had not loaded all of the cargo; we were then told that it was delayed further because there was a fault with one of the fuel pumps. It took over five hours for this problem to be corrected as the pilot later informed us that they installed new pump having initially thought that it was a software issue. During that time we were served the meal but were told that alcohol is not permitted which was curious given that we had already been served a pre-departure drink. Most of the cabin crew were male and, apparently, based in Mexico and this turned out to be a pleasant surprise given that those I spoke to were incredibly positive and friendly but seemed embarrassed at what was happening. I knew that it was the old-style seats but what was less acceptable is BA’s petty penny pinching. If there was a competition for the smallest hot towel BA would be the winner. The food sounded nice and looked impressive but seemed totally tasteless.", british airways charge you for the pleasure of choosing your seat and i had been put at the very back of club which turned out to be an advantage because it meant i could get to the seat without having to climb over anybody the seat was clean but as i later discovered that the foldout section would not stay up and your feet dangled over the edge when the bed was extended after boarding was complete we were told that departure was delayed because ba had not loaded all of the cargo we were then told that it was delayed further because there was a fault with one of the fuel pumps it took over five hours for this problem to be corrected as the pilot later informed us that they installed new pump having initially thought that it was a software issue during that time we were served the meal but were told that alcohol is not permitted which was curious given that we had already been served a predeparture drink most of the cabin crew were male and apparently based in mexico and this turned out to be a pleasant surprise given that those i spoke to were incredibly positive and friendly but seemed embarrassed at what was happening i knew that it was the oldstyle seats but what was less acceptable is ba’s petty penny pinching if there was a competition for the smallest hot towel ba would be the winner the food sounded nice and looked impressive but seemed totally tasteless,"[('british', 'a'), ('airways', 'n'), ('charge', 'v'), ('pleasure', 'n'), ('choosing', 'v'), ('seat', 'n'), ('put', 'v'), ('back', 'r'), ('club', 'n'), ('turned', 'v'), ('advantage', 'n'), ('meant', 'v'), ('could', None), ('get', 'v'), ('seat', 'n'), ('without', None), ('climb', 'v'), ('anybody', 'n'), ('seat', 'n'), ('clean', 'a'), ('later', 'r'), ('discovered', 'v'), ('foldout', 'n'), ('section', 'n'), ('would', None), ('stay', 'v'), ('feet', 'n'), ('dangled', 'v'), ('edge', 'n'), ('bed', 'n'), ('extended', 'v'), ('boarding', 'v'), ('complete', 'a'), ('told', 'v'), ('departure', 'n'), ('delayed', 'v'), ('ba', 'n'), ('loaded', 'v'), ('cargo', 'n'), ('told', 'v'), ('delayed', 'v'), ('fault', 'n'), ('one', None), ('fuel', 'n'), ('pumps', 'v'), ('took', 'v'), ('five', None), ('hours', 'n'), ('problem', 'n'), ('corrected', 'v'), ('pilot', 'n'), ('later', 'r'), ('informed', 'v'), ('us', None), ('installed', 'v'), ('new', 'a'), ('pump', 'n'), ('initially', 'r'), ('thought', 'v'), ('software', 'n'), ('issue', 'n'), ('time', 'n'), ('served', 'v'), ('meal', 'n'), ('told', 'v'), ('alcohol', 'n'), ('permitted', 'v'), ('curious', 'a'), ('given', 'v'), ('already', 'r'), ('served', 'v'), ('predeparture', 'n'), ('drink', 'v'), ('cabin', 'n'), ('crew', 'n'), ('male', 'a'), ('apparently', 'r'), ('based', 'v'), ('mexico', 'n'), ('turned', 'v'), ('pleasant', 'a'), ('surprise', 'n'), ('given', 'v'), ('spoke', 'v'), ('incredibly', 'r'), ('positive', 'a'), ('friendly', 'a'), ('seemed', 'v'), ('embarrassed', 'v'), ('happening', 'v'), ('knew', 'v'), ('oldstyle', 'a'), ('seats', 'n'), ('less', 'r'), ('acceptable', 'a'), ('ba', 'a'), ('’', 'n'), ('petty', 'n'), ('penny', 'n'), ('pinching', 'v'), ('competition', 'n'), ('smallest', 'a'), ('hot', 'a'), ('towel', 'n'), ('ba', 'n'), ('would', None), ('winner', 'n'), ('food', 'n'), ('sounded', 'v'), ('nice', 'a'), ('looked', 'v'), ('impressive', 'a'), ('seemed', 'v'), ('totally', 'r'), ('tasteless', 'a')]",  british airway charge pleasure choose seat put back club turn advantage mean could get seat without climb anybody seat clean later discover foldout section would stay foot dangle edge bed extend board complete tell departure delay ba load cargo tell delay fault one fuel pump take five hour problem correct pilot later inform us instal new pump initially think software issue time serve meal tell alcohol permit curious give already serve predeparture drink cabin crew male apparently base mexico turn pleasant surprise give speak incredibly positive friendly seem embarrass happen know oldstyle seat less acceptable ba ’ petty penny pinch competition small hot towel ba would winner food sound nice look impressive seem totally tasteless,0.973,Positive
2," What is wrong with you guys? People pay lots of money for a business class ticket but you sit squeezed into a seat with no legroom, nothing is clean, the overhead lockers are empty and they want you to put your bag under the seat so that you have no room for your legs anymore and then serve you food that is just rubbish. The staff demonstrates it's British arrogance with no manners. There is no decent polite service anymore. There is really no difference to easyjet at all. It's the same on their European routes.", what is wrong with you guys people pay lots of money for a business class ticket but you sit squeezed into a seat with no legroom nothing is clean the overhead lockers are empty and they want you to put your bag under the seat so that you have no room for your legs anymore and then serve you food that is just rubbish the staff demonstrates its british arrogance with no manners there is no decent polite service anymore there is really no difference to easyjet at all its the same on their european routes,"[('wrong', 'a'), ('guys', 'v'), ('people', 'n'), ('pay', 'v'), ('lots', 'n'), ('money', 'n'), ('business', 'n'), ('class', 'n'), ('ticket', 'n'), ('sit', 'v'), ('squeezed', 'v'), ('seat', 'n'), ('legroom', 'n'), ('nothing', 'n'), ('clean', 'a'), ('overhead', 'a'), ('lockers', 'n'), ('empty', 'a'), ('want', 'v'), ('put', 'v'), ('bag', 'n'), ('seat', 'n'), ('room', 'n'), ('legs', 'n'), ('anymore', 'r'), ('serve', 'v'), ('food', 'n'), ('rubbish', 'v'), ('staff', 'n'), ('demonstrates', 'v'), ('british', 'a'), ('arrogance', 'n'), ('manners', 'n'), ('decent', 'a'), ('polite', 'a'), ('service', 'n'), ('anymore', 'r'), ('really', 'r'), ('difference', 'n'), ('easyjet', 'v'), ('european', 'a'), ('routes', 'n')]",  wrong guy people pay lot money business class ticket sit squeeze seat legroom nothing clean overhead locker empty want put bag seat room leg anymore serve food rubbish staff demonstrate british arrogance manner decent polite service anymore really difference easyjet european route,-0.8644,Negative
3,"   We booked two business class seat with British Airways in July, 2024 for the flight on September 19, 2024. We were told on September 19 at the Heathrow Airport that our flight was cancelled and we could only have one business seat with another flight to a different airport. No one from the British Airways contacted us to apologize and to offer refund for the business class seat we lost. We filed a complaint to the British Airways and asked for reimbursement on September 21 and have not heard a word from them as of October 11, 2024. It is the worst flight experience we have ever had. Terrible customer service. Zero communication with customers. We cannot even find a phone number to call the British Airways on its website.",   we booked two business class seat with british airways in july 2024 for the flight on september 19 2024 we were told on september 19 at the heathrow airport that our flight was cancelled and we could only have one business seat with another flight to a different airport no one from the british airways contacted us to apologize and to offer refund for the business class seat we lost we filed a complaint to the british airways and asked for reimbursement on september 21 and have not heard a word from them as of october 11 2024 it is the worst flight experience we have ever had terrible customer service zero communication with customers we cannot even find a phone number to call the british airways on its website,"[('booked', 'v'), ('two', None), ('business', 'n'), ('class', 'n'), ('seat', 'n'), ('british', 'a'), ('airways', 'n'), ('july', 'n'), ('2024', None), ('flight', 'n'), ('september', 'n'), ('19', None), ('2024', None), ('told', 'v'), ('september', 'n'), ('19', None), ('heathrow', 'n'), ('airport', 'n'), ('flight', 'n'), ('cancelled', 'v'), ('could', None), ('one', None), ('business', 'n'), ('seat', 'n'), ('another', None), ('flight', 'n'), ('different', 'a'), ('airport', 'n'), ('one', 'n'), ('british', 'a'), ('airways', 'n'), ('contacted', 'v'), ('us', None), ('apologize', 'v'), ('offer', 'v'), ('refund', 'n'), ('business', 'n'), ('class', 'n'), ('seat', 'n'), ('lost', 'v'), ('filed', 'v'), ('complaint', 'n'), ('british', 'a'), ('airways', 'n'), ('asked', 'v'), ('reimbursement', 'n'), ('september', 'n'), ('21', None), ('heard', 'v'), ('word', 'n'), ('october', None), ('11', None), ('2024', None), ('worst', 'a'), ('flight', 'n'), ('experience', 'n'), ('ever', 'r'), ('terrible', 'a'), ('customer', 'n'), ('service', 'n'), ('zero', None), ('communication', 'n'), ('customers', 'n'), ('even', 'r'), ('find', 'v'), ('phone', 'n'), ('number', 'n'), ('call', 'v'), ('british', 'a'), ('airways', 'n'), ('website', 'n')]",  book two business class seat british airway july 2024 flight september 19 2024 tell september 19 heathrow airport flight cancel could one business seat another flight different airport one british airway contact us apologize offer refund business class seat lose file complaint british airway ask reimbursement september 21 hear word october 11 2024 bad flight experience ever terrible customer service zero communication customer even find phone number call british airway website,-0.8957,Negative
4," I’ve flown with many airlines, but my recent experience with British Airways left much to be desired. The in-flight entertainment was underwhelming, and I was disappointed by the lack of basic amenities, such as a comfort kit with essentials like eye masks. While the only positive aspect was the slightly more generous legroom, overall, I found the service to be far below expectations. Not impressed.", i’ve flown with many airlines but my recent experience with british airways left much to be desired the inflight entertainment was underwhelming and i was disappointed by the lack of basic amenities such as a comfort kit with essentials like eye masks while the only positive aspect was the slightly more generous legroom overall i found the service to be far below expectations not impressed,"[('’', 'v'), ('flown', 'v'), ('many', 'a'), ('airlines', 'n'), ('recent', 'a'), ('experience', 'n'), ('british', 'a'), ('airways', 'n'), ('left', 'v'), ('much', 'a'), ('desired', 'v'), ('inflight', 'a'), ('entertainment', 'n'), ('underwhelming', 'a'), ('disappointed', 'v'), ('lack', 'n'), ('basic', 'a'), ('amenities', 'n'), ('comfort', 'n'), ('kit', 'n'), ('essentials', 'n'), ('like', None), ('eye', 'n'), ('masks', 'n'), ('positive', 'a'), ('aspect', 'n'), ('slightly', 'r'), ('generous', 'a'), ('legroom', 'n'), ('overall', 'a'), ('found', 'v'), ('service', 'n'), ('far', 'r'), ('expectations', 'n'), ('impressed', 'v')]",  ’ fly many airline recent experience british airway leave much desire inflight entertainment underwhelming disappoint lack basic amenity comfort kit essential like eye mask positive aspect slightly generous legroom overall find service far expectation impress,0.9301,Positive
5,"   I recently flew from New York back to London with BA, this wasn't my first long haul with them however it was my first time travelling in World Traveler Plus. We boarded the aircraft on time and stress free and my first impression was good. The cabin was clean and the leg room was good. The recline on the seat was generous and combined with a footrest it was quite comfortable. Waiting on our seats was a decent quality cushion and blanket as well as an amenity kit. The amenity kit contained some good headphones, socks, an eye mask, lip balm, pen and toothbrush and toothpaste. Once boarding was complete we were offered a pre departure drink with orange juice, water or champagne being the options. The crew were all very friendly and professional and did their upmost to ensure that everyone was happy. Once in the air we were offered a hot towel and another round of drinks, this time with a lot more selection. Drinks were offered several times throughout the flight. A menu was also handed out not long after take off, the starter was quinoa and for main there was a choice of chicken, meatballs and pasta or a vegetarian mushroom dish. I chose the meatballs and they were really good. My only real complaint about the flight was people not getting the dish they wished for. We were sat in the last row of the premium economy cabin and by the time the meal service got to us all of the chicken dishes were gone. The moral of the story is that if you sit at the front of the cabin, you will likely get your preferred meal option. After the meal I chose to watch some shows on the well sized entertainment screen, BA is definitely up there for best inflight entertainment. Finally about an hour before landing we were served a breakfast snack, this come in the form of a warm egg and swiss cheese bagel. It was edible but also a little soggy and didn't really taste of much, I certainly wont be craving one anytime soon. We touched down into Heathrow on time before disembarking the aircraft and picking up our bags, everything was very efficient and we were on our way in no time.",   i recently flew from new york back to london with ba this wasnt my first long haul with them however it was my first time travelling in world traveler plus we boarded the aircraft on time and stress free and my first impression was good the cabin was clean and the leg room was good the recline on the seat was generous and combined with a footrest it was quite comfortable waiting on our seats was a decent quality cushion and blanket as well as an amenity kit the amenity kit contained some good headphones socks an eye mask lip balm pen and toothbrush and toothpaste once boarding was complete we were offered a pre departure drink with orange juice water or champagne being the options the crew were all very friendly and professional and did their upmost to ensure that everyone was happy once in the air we were offered a hot towel and another round of drinks this time with a lot more selection drinks were offered several times throughout the flight a menu was also handed out not long after take off the starter was quinoa and for main there was a choice of chicken meatballs and pasta or a vegetarian mushroom dish i chose the meatballs and they were really good my only real complaint about the flight was people not getting the dish they wished for we were sat in the last row of the premium economy cabin and by the time the meal service got to us all of the chicken dishes were gone the moral of the story is that if you sit at the front of the cabin you will likely get your preferred meal option after the meal i chose to watch some shows on the well sized entertainment screen ba is definitely up there for best inflight entertainment finally about an hour before landing we were served a breakfast snack this come in the form of a warm egg and swiss cheese bagel it was edible but also a little soggy and didnt really taste of much i certainly wont be craving one anytime soon we touched down into heathrow on time before disembarking the aircraft and picking up our bags everything was very efficient and we were on our way in no time,"[('recently', 'r'), ('flew', 'v'), ('new', 'a'), ('york', 'n'), ('back', 'r'), ('london', 'v'), ('ba', 'n'), ('wasnt', 'n'), ('first', 'a'), ('long', 'a'), ('haul', 'n'), ('however', 'r'), ('first', 'a'), ('time', 'n'), ('travelling', 'v'), ('world', 'n'), ('traveler', 'n'), ('plus', None), ('boarded', 'v'), ('aircraft', 'n'), ('time', 'n'), ('stress', 'a'), ('free', 'a'), ('first', 'a'), ('impression', 'n'), ('good', 'a'), ('cabin', 'n'), ('clean', 'a'), ('leg', 'n'), ('room', 'n'), ('good', 'a'), ('recline', 'n'), ('seat', 'n'), ('generous', 'a'), ('combined', 'v'), ('footrest', 'n'), ('quite', 'r'), ('comfortable', 'a'), ('waiting', 'v'), ('seats', 'n'), ('decent', 'a'), ('quality', 'n'), ('cushion', 'n'), ('blanket', 'n'), ('well', 'r'), ('amenity', 'n'), ('kit', 'v'), ('amenity', 'n'), ('kit', 'n'), ('contained', 'v'), ('good', 'a'), ('headphones', 'n'), ('socks', 'n'), ('eye', 'n'), ('mask', 'n'), ('lip', 'a'), ('balm', 'n'), ('pen', 'n'), ('toothbrush', 'n'), ('toothpaste', 'n'), ('boarding', 'n'), ('complete', 'a'), ('offered', 'v'), ('pre', 'a'), ('departure', 'n'), ('drink', 'n'), ('orange', 'n'), ('juice', 'n'), ('water', 'n'), ('champagne', 'n'), ('options', 'n'), ('crew', 'n'), ('friendly', 'a'), ('professional', 'a'), ('upmost', 'n'), ('ensure', 'v'), ('everyone', 'n'), ('happy', 'a'), ('air', 'n'), ('offered', 'v'), ('hot', 'a'), ('towel', 'n'), ('another', None), ('round', 'n'), ('drinks', 'n'), ('time', 'n'), ('lot', 'n'), ('selection', 'a'), ('drinks', 'n'), ('offered', 'v'), ('several', 'a'), ('times', 'n'), ('throughout', None), ('flight', 'n'), ('menu', 'n'), ('also', 'r'), ('handed', 'v'), ('long', 'r'), ('take', 'v'), ('starter', 'n'), ('quinoa', 'a'), ('main', 'a'), ('choice', 'n'), ('chicken', 'n'), ('meatballs', 'n'), ('pasta', 'n'), ('vegetarian', 'a'), ('mushroom', 'n'), ('dish', 'n'), ('chose', 'v'), ('meatballs', 'n'), ('really', 'r'), ('good', 'a'), ('real', 'a'), ('complaint', 'n'), ('flight', 'n'), ('people', 'n'), ('getting', 'v'), ('dish', 'n'), ('wished', 'v'), ('sat', 'v'), ('last', 'a'), ('row', 'n'), ('premium', 'a'), ('economy', 'n'), ('cabin', 'n'), ('time', 'n'), ('meal', 'n'), ('service', 'n'), ('got', 'v'), ('us', None), ('chicken', 'n'), ('dishes', 'n'), ('gone', 'v'), ('moral', 'n'), ('story', 'n'), ('sit', 'v'), ('front', 'n'), ('cabin', 'n'), ('likely', 'r'), ('get', 'v'), ('preferred', 'a'), ('meal', 'n'), ('option', 'n'), ('meal', 'n'), ('chose', 'v'), ('watch', 'v'), ('shows', 'n'), ('well', 'n'), ('sized', 'v'), ('entertainment', 'n'), ('screen', 'n'), ('ba', 'n'), ('definitely', 'r'), ('best', 'a'), ('inflight', 'a'), ('entertainment', 'n'), ('finally', 'r'), ('hour', 'n'), ('landing', 'v'), ('served', 'v'), ('breakfast', 'n'), ('snack', 'n'), ('come', 'n'), ('form', 'n'), ('warm', 'a'), ('egg', 'n'), ('swiss', 'a'), ('cheese', 'n'), ('bagel', 'v'), ('edible', 'a'), ('also', 'r'), ('little', 'a'), ('soggy', 'a'), ('didnt', 'a'), ('really', 'r'), ('taste', 'n'), ('much', 'a'), ('certainly', 'r'), ('wont', 'r'), ('craving', 'v'), ('one', None), ('anytime', 'r'), ('soon', 'r'), ('touched', 'v'), ('heathrow', 'n'), ('time', 'n'), ('disembarking', 'v'), ('aircraft', 'n'), ('picking', 'v'), ('bags', 'n'), ('everything', 'n'), ('efficient', 'a'), ('way', 'n'), ('time', 'n')]",  recently fly new york back london ba wasnt first long haul however first time travel world traveler plus board aircraft time stress free first impression good cabin clean leg room good recline seat generous combine footrest quite comfortable wait seat decent quality cushion blanket well amenity kit amenity kit contain good headphone sock eye mask lip balm pen toothbrush toothpaste boarding complete offer pre departure drink orange juice water champagne option crew friendly professional upmost ensure everyone happy air offer hot towel another round drink time lot selection drink offer several time throughout flight menu also hand long take starter quinoa main choice chicken meatball pasta vegetarian mushroom dish choose meatball really good real complaint flight people get dish wish sit last row premium economy cabin time meal service get us chicken dish go moral story sit front cabin likely get preferred meal option meal choose watch show well size entertainment screen ba definitely best inflight entertainment finally hour land serve breakfast snack come form warm egg swiss cheese bagel edible also little soggy didnt really taste much certainly wont crave one anytime soon touch heathrow time disembark aircraft pick bag everything efficient way time,0.9955,Positive
6,"   BA business class in Europe has a seat the same as economy, you simply have an empty seat next to you and so for many, the only true benefits are in flight meals, lounge access and priority security etc. The problem on this flight was a small child, aged around five, who sang incessantly in an extremely loud voice throughout most of the flight. I am aware of the difficulties of flying with children, I know it is difficult to keep them entertained etc, I am a patient person, I have headphones. The parents of this child chose, despite a polite request, not to try and quieten their child at all. At this point one had an expectation the crew will step in. If I was singling loudly, disrupting other passengers, they would quite rightly ask me to desist. So why not speak to the parents of a child who is doing the same and disrupting the rest and sleep of other passengers? Instead, having served the meal, the crew retreated behind their curtain and left the passengers to stew. Simply not good enough. As for WiFi? Forget it...",   ba business class in europe has a seat the same as economy you simply have an empty seat next to you and so for many the only true benefits are in flight meals lounge access and priority security etc the problem on this flight was a small child aged around five who sang incessantly in an extremely loud voice throughout most of the flight i am aware of the difficulties of flying with children i know it is difficult to keep them entertained etc i am a patient person i have headphones the parents of this child chose despite a polite request not to try and quieten their child at all at this point one had an expectation the crew will step in if i was singling loudly disrupting other passengers they would quite rightly ask me to desist so why not speak to the parents of a child who is doing the same and disrupting the rest and sleep of other passengers instead having served the meal the crew retreated behind their curtain and left the passengers to stew simply not good enough as for wifi forget it,"[('ba', 'n'), ('business', 'n'), ('class', 'n'), ('europe', 'n'), ('seat', 'n'), ('economy', 'n'), ('simply', 'r'), ('empty', 'a'), ('seat', 'n'), ('next', 'a'), ('many', 'a'), ('true', 'a'), ('benefits', 'n'), ('flight', 'n'), ('meals', 'n'), ('lounge', 'v'), ('access', 'n'), ('priority', 'n'), ('security', 'n'), ('etc', 'v'), ('problem', 'n'), ('flight', 'n'), ('small', 'a'), ('child', 'n'), ('aged', 'v'), ('around', None), ('five', None), ('sang', 'v'), ('incessantly', 'r'), ('extremely', 'r'), ('loud', 'a'), ('voice', 'n'), ('throughout', None), ('flight', 'n'), ('aware', 'n'), ('difficulties', 'n'), ('flying', 'v'), ('children', 'n'), ('know', 'v'), ('difficult', 'a'), ('keep', 'v'), ('entertained', 'v'), ('etc', 'n'), ('patient', 'a'), ('person', 'n'), ('headphones', 'v'), ('parents', 'n'), ('child', 'n'), ('chose', 'v'), ('despite', None), ('polite', 'a'), ('request', 'n'), ('try', 'v'), ('quieten', 'v'), ('child', 'n'), ('point', 'n'), ('one', None), ('expectation', 'n'), ('crew', 'n'), ('step', 'v'), ('singling', 'v'), ('loudly', 'r'), ('disrupting', 'v'), ('passengers', 'n'), ('would', None), ('quite', 'r'), ('rightly', 'r'), ('ask', 'v'), ('desist', 'v'), ('speak', 'v'), ('parents', 'n'), ('child', 'n'), ('disrupting', 'v'), ('rest', 'n'), ('sleep', 'n'), ('passengers', 'n'), ('instead', 'r'), ('served', 'v'), ('meal', 'n'), ('crew', 'n'), ('retreated', 'v'), ('behind', None), ('curtain', 'n'), ('left', 'v'), ('passengers', 'n'), ('stew', 'v'), ('simply', 'r'), ('good', 'a'), ('enough', 'r'), ('wifi', 'n'), ('forget', 'n')]",  ba business class europe seat economy simply empty seat next many true benefit flight meal lounge access priority security etc problem flight small child age around five sing incessantly extremely loud voice throughout flight aware difficulty fly child know difficult keep entertain etc patient person headphones parent child choose despite polite request try quieten child point one expectation crew step single loudly disrupt passenger would quite rightly ask desist speak parent child disrupt rest sleep passenger instead serve meal crew retreat behind curtain leave passenger stew simply good enough wifi forget,0.5719,Positive
